HMM,Time
A0A0K2SV87_LEPSM,1.333201
A0A0Q9W122_PECCA,10.502986
Q7Z8Z3_9SACH,8.044046
A0A0D9WWX1_9ORYZ,2.321103
T1XEF6_VARPD,67.053372
A0A072F3A4_VIBPH,5.650394
A0A0H0ZS83_9MICC,7.069016
Q115E3_TRIEI,2.772561
M1BUJ2_SOLTU,3.441758
A0A0D2RK23_GOSRA,3.950639
C8X312_DESRD,1.402934
A0A0C2AH67_9ACTN,6.616836
A0A0R1J2L2_9LACO,4.716585
A0A074JBV9_9RHOB,2.809401
A0A0M2J3I6_9ACTN,2.436507
A0A0T6KU39_PSEAI,57.655484
A0A0P1MDT8_9BACT,10.110481
A2TKD0_9PARA,3.842227
A0A0S4HVB8_9PSED,2.069545
J3IBV8_9PSED,0.905150
A0A0P6X0X6_9CHLR,3.347487
A0A087G8L9_ARAAL,1.749999
A0A0Q7B7A2_9BURK,3.575898
C8TC02_KLEPR,3.870928
A0A0P9NSP5_PSESX,6.982227
F8S5V2_HPV67,3.424016
I4HYU4_MICAE,1.012394
A0A0V9K2F0_KLEPN,73.898592
H4EZV6_9RHIZ,5.357512
A0A0D4ULB3_YEASX,3.162378
D7CCS3_STRBB,1.982371
V6GL22_9LEPT,3.374806
K7XKF0_9HEPC,5.026287
A0A0C6BB88_YEASX,3.681625
G5RZ68_SALET,1.518815
A0A0N4T2C5_BRUPA,2.380767
A0A0P6XKB2_9CHLR,1.529853
A0DD59_PARTE,0.630333
A0A0P7JN00_9MYCO,1.350034
A0A0R0V838_ACIBA,1.585029
A0A087LKF0_9RHIZ,1.608939
A0A0A9RCC7_ARUDO,0.783359
A0A0D2DW88_9EURO,1.616813
R7Y995_9ACTN,1.551979
F3AQB2_9FIRM,10.961494
M1FFL1_9TELE,8.066057
B0DAB4_LACBS,15.454921
D6P1K5_9HIV1,1.604656
A0A0V4REG3_PSEAI,5.650444
G9YPX2_9FIRM,0.704371
