HMM,Time
A0A0K2SV87_LEPSM,120.000824
A0A0Q9W122_PECCA,712.113536
Q7Z8Z3_9SACH,585.727424
A0A0D9WWX1_9ORYZ,202.426096
T1XEF6_VARPD,3909.358080
A0A072F3A4_VIBPH,426.346016
A0A0H0ZS83_9MICC,520.016864
Q115E3_TRIEI,224.776864
M1BUJ2_SOLTU,291.966848
A0A0D2RK23_GOSRA,339.816768
C8X312_DESRD,118.979104
A0A0C2AH67_9ACTN,454.990144
A0A0R1J2L2_9LACO,398.582528
A0A074JBV9_9RHOB,236.822048
A0A0M2J3I6_9ACTN,207.463808
A0A0T6KU39_PSEAI,2941.160192
A0A0P1MDT8_9BACT,281.831040
A2TKD0_9PARA,340.559968
A0A0S4HVB8_9PSED,176.794240
J3IBV8_9PSED,74.295960
A0A0P6X0X6_9CHLR,282.919328
A0A087G8L9_ARAAL,151.468848
A0A0Q7B7A2_9BURK,308.524288
C8TC02_KLEPR,240.882208
A0A0P9NSP5_PSESX,527.928000
F8S5V2_HPV67,293.640000
I4HYU4_MICAE,89.259104
A0A0V9K2F0_KLEPN,4137.054208
H4EZV6_9RHIZ,303.737824
A0A0D4ULB3_YEASX,277.086176
D7CCS3_STRBB,169.164608
V6GL22_9LEPT,277.608320
K7XKF0_9HEPC,439.168928
A0A0C6BB88_YEASX,317.926752
G5RZ68_SALET,127.959488
A0A0N4T2C5_BRUPA,206.433248
A0A0P6XKB2_9CHLR,122.102576
A0DD59_PARTE,53.849492
A0A0P7JN00_9MYCO,117.586408
A0A0R0V838_ACIBA,135.231648
A0A087LKF0_9RHIZ,141.587024
A0A0A9RCC7_ARUDO,63.312804
A0A0D2DW88_9EURO,137.891632
R7Y995_9ACTN,130.909400
F3AQB2_9FIRM,928.393664
M1FFL1_9TELE,547.069568
B0DAB4_LACBS,1314.101632
D6P1K5_9HIV1,131.191520
A0A0V4REG3_PSEAI,482.875168
G9YPX2_9FIRM,56.793852
