HMM,Time
A0A0K2SV87_LEPSM,9.032610
A0A0Q9W122_PECCA,60.335708
Q7Z8Z3_9SACH,47.183480
A0A0D9WWX1_9ORYZ,16.009859
T1XEF6_VARPD,386.558848
A0A072F3A4_VIBPH,33.888360
A0A0H0ZS83_9MICC,43.402304
Q115E3_TRIEI,18.348036
M1BUJ2_SOLTU,23.427660
A0A0D2RK23_GOSRA,26.956292
C8X312_DESRD,9.280380
A0A0C2AH67_9ACTN,37.141352
A0A0R1J2L2_9LACO,31.797324
A0A074JBV9_9RHOB,18.891490
A0A0M2J3I6_9ACTN,16.457602
A0A0T6KU39_PSEAI,282.520096
A0A0P1MDT8_9BACT,33.396252
A2TKD0_9PARA,26.795000
A0A0S4HVB8_9PSED,14.191772
J3IBV8_9PSED,5.871104
A0A0P6X0X6_9CHLR,22.885888
A0A087G8L9_ARAAL,12.081639
A0A0Q7B7A2_9BURK,24.559938
C8TC02_KLEPR,26.820548
A0A0P9NSP5_PSESX,45.693104
F8S5V2_HPV67,23.086870
I4HYU4_MICAE,6.856002
A0A0V9K2F0_KLEPN,387.467040
H4EZV6_9RHIZ,26.013672
A0A0D4ULB3_YEASX,21.659000
D7CCS3_STRBB,13.314597
V6GL22_9LEPT,22.492456
K7XKF0_9HEPC,35.158628
A0A0C6BB88_YEASX,25.186138
G5RZ68_SALET,10.127244
A0A0N4T2C5_BRUPA,16.351097
A0A0P6XKB2_9CHLR,9.760606
A0DD59_PARTE,4.117201
A0A0P7JN00_9MYCO,9.144989
A0A0R0V838_ACIBA,10.635720
A0A087LKF0_9RHIZ,11.241048
A0A0A9RCC7_ARUDO,4.828748
A0A0D2DW88_9EURO,10.802017
R7Y995_9ACTN,10.410481
F3AQB2_9FIRM,74.500096
M1FFL1_9TELE,49.032236
B0DAB4_LACBS,106.025424
D6P1K5_9HIV1,10.460329
A0A0V4REG3_PSEAI,37.898116
G9YPX2_9FIRM,4.362015
