HMM,Time
A0A0K2SV87_LEPSM,0.636155
A0A0Q9W122_PECCA,4.421221
Q7Z8Z3_9SACH,3.649145
A0A0D9WWX1_9ORYZ,1.099460
T1XEF6_VARPD,37.972000
A0A072F3A4_VIBPH,2.616811
A0A0H0ZS83_9MICC,3.146184
Q115E3_TRIEI,1.327594
M1BUJ2_SOLTU,1.621778
A0A0D2RK23_GOSRA,1.888782
C8X312_DESRD,0.702508
A0A0C2AH67_9ACTN,2.972205
A0A0R1J2L2_9LACO,2.278356
A0A074JBV9_9RHOB,1.301903
A0A0M2J3I6_9ACTN,1.162046
A0A0T6KU39_PSEAI,33.236808
A0A0P1MDT8_9BACT,3.217637
A2TKD0_9PARA,1.828176
A0A0S4HVB8_9PSED,0.986565
J3IBV8_9PSED,0.475372
A0A0P6X0X6_9CHLR,1.668271
A0A087G8L9_ARAAL,0.826189
A0A0Q7B7A2_9BURK,1.649387
C8TC02_KLEPR,1.887370
A0A0P9NSP5_PSESX,3.316222
F8S5V2_HPV67,1.596040
I4HYU4_MICAE,0.551614
A0A0V9K2F0_KLEPN,44.259272
H4EZV6_9RHIZ,2.098004
A0A0D4ULB3_YEASX,1.496243
D7CCS3_STRBB,0.903672
V6GL22_9LEPT,1.677728
K7XKF0_9HEPC,2.403442
A0A0C6BB88_YEASX,1.753083
G5RZ68_SALET,0.762242
A0A0N4T2C5_BRUPA,1.117296
A0A0P6XKB2_9CHLR,0.727696
A0DD59_PARTE,0.325143
A0A0P7JN00_9MYCO,0.653387
A0A0R0V838_ACIBA,0.729924
A0A087LKF0_9RHIZ,0.792251
A0A0A9RCC7_ARUDO,0.369656
A0A0D2DW88_9EURO,0.777501
R7Y995_9ACTN,0.727290
F3AQB2_9FIRM,5.055415
M1FFL1_9TELE,3.393634
B0DAB4_LACBS,7.297492
D6P1K5_9HIV1,0.799001
A0A0V4REG3_PSEAI,2.663644
G9YPX2_9FIRM,0.370149
