HMM,Time
A0A0K2SV87_LEPSM,13.318360
A0A0Q9W122_PECCA,83.337360
Q7Z8Z3_9SACH,68.452456
A0A0D9WWX1_9ORYZ,23.291884
T1XEF6_VARPD,464.452928
A0A072F3A4_VIBPH,49.646520
A0A0H0ZS83_9MICC,61.723692
Q115E3_TRIEI,25.965116
M1BUJ2_SOLTU,33.669688
A0A0D2RK23_GOSRA,39.322588
C8X312_DESRD,13.422070
A0A0C2AH67_9ACTN,53.254152
A0A0R1J2L2_9LACO,46.403524
A0A074JBV9_9RHOB,27.264762
A0A0M2J3I6_9ACTN,23.763016
A0A0T6KU39_PSEAI,352.547616
A0A0P1MDT8_9BACT,35.668272
A2TKD0_9PARA,39.390112
A0A0S4HVB8_9PSED,20.409376
J3IBV8_9PSED,8.234087
A0A0P6X0X6_9CHLR,32.536504
A0A087G8L9_ARAAL,17.193128
A0A0Q7B7A2_9BURK,35.605196
C8TC02_KLEPR,28.466944
A0A0P9NSP5_PSESX,61.227976
F8S5V2_HPV67,33.784608
I4HYU4_MICAE,10.047037
A0A0V9K2F0_KLEPN,501.323168
H4EZV6_9RHIZ,35.926136
A0A0D4ULB3_YEASX,31.850768
D7CCS3_STRBB,19.270744
V6GL22_9LEPT,32.149256
K7XKF0_9HEPC,50.959352
A0A0C6BB88_YEASX,36.678300
G5RZ68_SALET,14.530207
A0A0N4T2C5_BRUPA,23.691728
A0A0P6XKB2_9CHLR,13.906599
A0DD59_PARTE,6.068915
A0A0P7JN00_9MYCO,13.185087
A0A0R0V838_ACIBA,15.363765
A0A087LKF0_9RHIZ,16.124399
A0A0A9RCC7_ARUDO,6.994708
A0A0D2DW88_9EURO,15.630896
R7Y995_9ACTN,14.897854
F3AQB2_9FIRM,108.054176
M1FFL1_9TELE,64.836976
B0DAB4_LACBS,152.954512
D6P1K5_9HIV1,15.083838
A0A0V4REG3_PSEAI,56.015968
G9YPX2_9FIRM,6.390496
