HMM,Time
A0A0K2SV87_LEPSM,21.259880
A0A0Q9W122_PECCA,104.630384
Q7Z8Z3_9SACH,101.747120
A0A0D9WWX1_9ORYZ,37.629740
T1XEF6_VARPD,553.130496
A0A072F3A4_VIBPH,66.517288
A0A0H0ZS83_9MICC,81.917976
Q115E3_TRIEI,41.361168
M1BUJ2_SOLTU,61.055648
A0A0D2RK23_GOSRA,58.785152
C8X312_DESRD,20.466656
A0A0C2AH67_9ACTN,70.813392
A0A0R1J2L2_9LACO,60.767264
A0A074JBV9_9RHOB,42.081736
A0A0M2J3I6_9ACTN,36.290852
A0A0T6KU39_PSEAI,425.699008
A0A0P1MDT8_9BACT,48.471464
A2TKD0_9PARA,62.423592
A0A0S4HVB8_9PSED,31.489468
J3IBV8_9PSED,12.955496
A0A0P6X0X6_9CHLR,46.907292
A0A087G8L9_ARAAL,27.389980
A0A0Q7B7A2_9BURK,54.979336
C8TC02_KLEPR,40.763804
A0A0P9NSP5_PSESX,75.223288
F8S5V2_HPV67,53.275748
I4HYU4_MICAE,15.490142
A0A0V9K2F0_KLEPN,594.620864
H4EZV6_9RHIZ,48.407392
A0A0D4ULB3_YEASX,55.800920
D7CCS3_STRBB,29.584960
V6GL22_9LEPT,48.221264
K7XKF0_9HEPC,110.641792
A0A0C6BB88_YEASX,57.230436
G5RZ68_SALET,22.357520
A0A0N4T2C5_BRUPA,38.090308
A0A0P6XKB2_9CHLR,21.701868
A0DD59_PARTE,9.486806
A0A0P7JN00_9MYCO,20.299288
A0A0R0V838_ACIBA,23.971428
A0A087LKF0_9RHIZ,24.921688
A0A0A9RCC7_ARUDO,10.927528
A0A0D2DW88_9EURO,24.826626
R7Y995_9ACTN,23.140920
F3AQB2_9FIRM,167.701472
M1FFL1_9TELE,109.169272
B0DAB4_LACBS,209.113216
D6P1K5_9HIV1,21.004552
A0A0V4REG3_PSEAI,85.102816
G9YPX2_9FIRM,10.011118
