HMM,Time
A0A0K2SV87_LEPSM,24.641982
A0A0Q9W122_PECCA,148.868304
Q7Z8Z3_9SACH,122.529208
A0A0D9WWX1_9ORYZ,42.093752
T1XEF6_VARPD,819.604672
A0A072F3A4_VIBPH,88.984656
A0A0H0ZS83_9MICC,109.703552
Q115E3_TRIEI,46.826816
M1BUJ2_SOLTU,60.788000
A0A0D2RK23_GOSRA,70.827528
C8X312_DESRD,24.347622
A0A0C2AH67_9ACTN,95.517024
A0A0R1J2L2_9LACO,83.239816
A0A074JBV9_9RHOB,49.528136
A0A0M2J3I6_9ACTN,42.996224
A0A0T6KU39_PSEAI,622.301504
A0A0P1MDT8_9BACT,61.331796
A2TKD0_9PARA,71.195920
A0A0S4HVB8_9PSED,36.845532
J3IBV8_9PSED,15.170228
A0A0P6X0X6_9CHLR,58.783408
A0A087G8L9_ARAAL,31.337436
A0A0Q7B7A2_9BURK,64.210516
C8TC02_KLEPR,50.890508
A0A0P9NSP5_PSESX,109.679688
F8S5V2_HPV67,60.987388
I4HYU4_MICAE,18.313114
A0A0V9K2F0_KLEPN,874.732352
H4EZV6_9RHIZ,63.797344
A0A0D4ULB3_YEASX,57.649124
D7CCS3_STRBB,34.900300
V6GL22_9LEPT,57.932228
K7XKF0_9HEPC,91.872488
A0A0C6BB88_YEASX,66.142788
G5RZ68_SALET,26.345882
A0A0N4T2C5_BRUPA,42.962900
A0A0P6XKB2_9CHLR,25.360726
A0DD59_PARTE,11.113252
A0A0P7JN00_9MYCO,24.021800
A0A0R0V838_ACIBA,27.966134
A0A087LKF0_9RHIZ,29.452000
A0A0A9RCC7_ARUDO,12.811969
A0A0D2DW88_9EURO,28.335604
R7Y995_9ACTN,27.187134
F3AQB2_9FIRM,194.624416
M1FFL1_9TELE,114.999040
B0DAB4_LACBS,275.581792
D6P1K5_9HIV1,27.304904
A0A0V4REG3_PSEAI,101.217608
G9YPX2_9FIRM,11.670685
