HMM,Time
A0A0K2SV87_LEPSM,6.657707
A0A0Q9W122_PECCA,34.195392
Q7Z8Z3_9SACH,33.284214
A0A0D9WWX1_9ORYZ,12.171846
T1XEF6_VARPD,187.326752
A0A072F3A4_VIBPH,21.520668
A0A0H0ZS83_9MICC,26.366916
Q115E3_TRIEI,13.296796
M1BUJ2_SOLTU,19.715072
A0A0D2RK23_GOSRA,18.918310
C8X312_DESRD,6.566981
A0A0C2AH67_9ACTN,23.024432
A0A0R1J2L2_9LACO,19.550072
A0A074JBV9_9RHOB,13.518754
A0A0M2J3I6_9ACTN,11.605520
A0A0T6KU39_PSEAI,142.918784
A0A0P1MDT8_9BACT,16.685372
A2TKD0_9PARA,20.095532
A0A0S4HVB8_9PSED,10.011461
J3IBV8_9PSED,4.146637
A0A0P6X0X6_9CHLR,15.039443
A0A087G8L9_ARAAL,8.910725
A0A0Q7B7A2_9BURK,17.656624
C8TC02_KLEPR,13.445430
A0A0P9NSP5_PSESX,24.359164
F8S5V2_HPV67,17.039010
I4HYU4_MICAE,4.981666
A0A0V9K2F0_KLEPN,212.446640
H4EZV6_9RHIZ,15.782763
A0A0D4ULB3_YEASX,17.891606
D7CCS3_STRBB,9.476032
V6GL22_9LEPT,15.587311
K7XKF0_9HEPC,36.206312
A0A0C6BB88_YEASX,18.653304
G5RZ68_SALET,7.156677
A0A0N4T2C5_BRUPA,12.193977
A0A0P6XKB2_9CHLR,7.032738
A0DD59_PARTE,2.996940
A0A0P7JN00_9MYCO,6.670683
A0A0R0V838_ACIBA,7.773866
A0A087LKF0_9RHIZ,7.953623
A0A0A9RCC7_ARUDO,3.486218
A0A0D2DW88_9EURO,8.148096
R7Y995_9ACTN,7.393309
F3AQB2_9FIRM,55.502548
M1FFL1_9TELE,36.886628
B0DAB4_LACBS,67.604192
D6P1K5_9HIV1,6.857055
A0A0V4REG3_PSEAI,27.995264
G9YPX2_9FIRM,3.209042
