HMM,Time
A0A0K2SV87_LEPSM,78.682192
A0A0Q9W122_PECCA,382.917056
Q7Z8Z3_9SACH,369.656384
A0A0D9WWX1_9ORYZ,137.420992
T1XEF6_VARPD,1994.958720
A0A072F3A4_VIBPH,243.274624
A0A0H0ZS83_9MICC,297.219168
Q115E3_TRIEI,151.361024
M1BUJ2_SOLTU,223.489136
A0A0D2RK23_GOSRA,215.726928
C8X312_DESRD,75.442672
A0A0C2AH67_9ACTN,258.550624
A0A0R1J2L2_9LACO,221.904768
A0A074JBV9_9RHOB,154.257840
A0A0M2J3I6_9ACTN,133.024112
A0A0T6KU39_PSEAI,1502.540672
A0A0P1MDT8_9BACT,173.420240
A2TKD0_9PARA,226.955232
A0A0S4HVB8_9PSED,113.484288
J3IBV8_9PSED,46.897968
A0A0P6X0X6_9CHLR,171.123632
A0A087G8L9_ARAAL,100.560024
A0A0Q7B7A2_9BURK,201.361328
C8TC02_KLEPR,149.837264
A0A0P9NSP5_PSESX,274.652928
F8S5V2_HPV67,194.640944
I4HYU4_MICAE,56.759428
A0A0V9K2F0_KLEPN,2106.978048
H4EZV6_9RHIZ,178.067696
A0A0D4ULB3_YEASX,204.179088
D7CCS3_STRBB,109.070992
V6GL22_9LEPT,177.768256
K7XKF0_9HEPC,402.936448
A0A0C6BB88_YEASX,209.571008
G5RZ68_SALET,82.344600
A0A0N4T2C5_BRUPA,139.749680
A0A0P6XKB2_9CHLR,80.220792
A0DD59_PARTE,34.851344
A0A0P7JN00_9MYCO,75.361768
A0A0R0V838_ACIBA,88.660648
A0A087LKF0_9RHIZ,91.972248
A0A0A9RCC7_ARUDO,40.361764
A0A0D2DW88_9EURO,91.416056
R7Y995_9ACTN,84.474832
F3AQB2_9FIRM,608.944256
M1FFL1_9TELE,397.789760
B0DAB4_LACBS,762.207360
D6P1K5_9HIV1,76.970080
A0A0V4REG3_PSEAI,310.786720
G9YPX2_9FIRM,37.011608
