HMM,Time
A0A0K2SV87_LEPSM,11.170411
A0A0Q9W122_PECCA,56.733440
Q7Z8Z3_9SACH,58.099028
A0A0D9WWX1_9ORYZ,20.202214
T1XEF6_VARPD,320.567072
A0A072F3A4_VIBPH,35.898312
A0A0H0ZS83_9MICC,44.293536
Q115E3_TRIEI,22.240082
M1BUJ2_SOLTU,32.994764
A0A0D2RK23_GOSRA,31.725912
C8X312_DESRD,10.955427
A0A0C2AH67_9ACTN,38.387456
A0A0R1J2L2_9LACO,32.834122
A0A074JBV9_9RHOB,22.581306
A0A0M2J3I6_9ACTN,19.424116
A0A0T6KU39_PSEAI,237.790864
A0A0P1MDT8_9BACT,30.241296
A2TKD0_9PARA,33.528924
A0A0S4HVB8_9PSED,16.721051
J3IBV8_9PSED,6.859292
A0A0P6X0X6_9CHLR,25.241964
A0A087G8L9_ARAAL,14.583440
A0A0Q7B7A2_9BURK,29.659356
C8TC02_KLEPR,22.203838
A0A0P9NSP5_PSESX,40.552448
F8S5V2_HPV67,28.780596
I4HYU4_MICAE,8.225390
A0A0V9K2F0_KLEPN,340.680288
H4EZV6_9RHIZ,26.198794
A0A0D4ULB3_YEASX,30.005808
D7CCS3_STRBB,15.817934
V6GL22_9LEPT,25.955886
K7XKF0_9HEPC,61.325388
A0A0C6BB88_YEASX,30.742580
G5RZ68_SALET,11.856981
A0A0N4T2C5_BRUPA,20.521316
A0A0P6XKB2_9CHLR,11.643466
A0DD59_PARTE,5.000434
A0A0P7JN00_9MYCO,10.804478
A0A0R0V838_ACIBA,12.815097
A0A087LKF0_9RHIZ,13.238371
A0A0A9RCC7_ARUDO,5.812995
A0A0D2DW88_9EURO,13.284449
R7Y995_9ACTN,12.235890
F3AQB2_9FIRM,90.701008
M1FFL1_9TELE,68.112360
B0DAB4_LACBS,113.514304
D6P1K5_9HIV1,11.271177
A0A0V4REG3_PSEAI,45.870784
G9YPX2_9FIRM,5.343724
