HMM,Time
A0A0K2SV87_LEPSM,0.673988
A0A0Q9W122_PECCA,3.704956
Q7Z8Z3_9SACH,3.770817
A0A0D9WWX1_9ORYZ,1.211005
T1XEF6_VARPD,20.696348
A0A072F3A4_VIBPH,2.308799
A0A0H0ZS83_9MICC,2.695927
Q115E3_TRIEI,1.384965
M1BUJ2_SOLTU,1.995399
A0A0D2RK23_GOSRA,1.940950
C8X312_DESRD,0.670598
A0A0C2AH67_9ACTN,2.601386
A0A0R1J2L2_9LACO,2.013086
A0A074JBV9_9RHOB,1.393527
A0A0M2J3I6_9ACTN,1.197895
A0A0T6KU39_PSEAI,16.712411
A0A0P1MDT8_9BACT,2.625328
A2TKD0_9PARA,2.005162
A0A0S4HVB8_9PSED,1.010446
J3IBV8_9PSED,0.490468
A0A0P6X0X6_9CHLR,1.615301
A0A087G8L9_ARAAL,0.901166
A0A0Q7B7A2_9BURK,1.777829
C8TC02_KLEPR,1.719101
A0A0P9NSP5_PSESX,2.666220
F8S5V2_HPV67,1.702207
I4HYU4_MICAE,0.581741
A0A0V9K2F0_KLEPN,22.211528
H4EZV6_9RHIZ,1.849154
A0A0D4ULB3_YEASX,1.820669
D7CCS3_STRBB,0.996777
V6GL22_9LEPT,1.646269
K7XKF0_9HEPC,3.830996
A0A0C6BB88_YEASX,1.866967
G5RZ68_SALET,0.776265
A0A0N4T2C5_BRUPA,1.242070
A0A0P6XKB2_9CHLR,0.796809
A0DD59_PARTE,0.339515
A0A0P7JN00_9MYCO,0.686636
A0A0R0V838_ACIBA,0.809007
A0A087LKF0_9RHIZ,0.804093
A0A0A9RCC7_ARUDO,0.426936
A0A0D2DW88_9EURO,0.844155
R7Y995_9ACTN,0.746242
F3AQB2_9FIRM,5.447518
M1FFL1_9TELE,4.024621
B0DAB4_LACBS,6.846001
D6P1K5_9HIV1,0.783326
A0A0V4REG3_PSEAI,2.733401
G9YPX2_9FIRM,0.404870
