HMM,Time
A0A0K2SV87_LEPSM,6.023734
A0A0Q9W122_PECCA,31.544602
Q7Z8Z3_9SACH,31.170312
A0A0D9WWX1_9ORYZ,10.923362
T1XEF6_VARPD,176.004016
A0A072F3A4_VIBPH,19.624680
A0A0H0ZS83_9MICC,24.337244
Q115E3_TRIEI,12.295016
M1BUJ2_SOLTU,18.098826
A0A0D2RK23_GOSRA,17.551852
C8X312_DESRD,6.051960
A0A0C2AH67_9ACTN,21.315202
A0A0R1J2L2_9LACO,17.976200
A0A074JBV9_9RHOB,12.594237
A0A0M2J3I6_9ACTN,10.910615
A0A0T6KU39_PSEAI,140.126608
A0A0P1MDT8_9BACT,15.386142
A2TKD0_9PARA,18.204300
A0A0S4HVB8_9PSED,9.322824
J3IBV8_9PSED,3.772453
A0A0P6X0X6_9CHLR,14.150337
A0A087G8L9_ARAAL,8.062636
A0A0Q7B7A2_9BURK,16.578519
C8TC02_KLEPR,12.464283
A0A0P9NSP5_PSESX,22.728938
F8S5V2_HPV67,15.660872
I4HYU4_MICAE,4.548468
A0A0V9K2F0_KLEPN,191.296096
H4EZV6_9RHIZ,14.436577
A0A0D4ULB3_YEASX,16.386139
D7CCS3_STRBB,8.726397
V6GL22_9LEPT,14.705974
K7XKF0_9HEPC,33.785140
A0A0C6BB88_YEASX,16.905324
G5RZ68_SALET,6.672211
A0A0N4T2C5_BRUPA,11.455609
A0A0P6XKB2_9CHLR,6.538961
A0DD59_PARTE,2.763453
A0A0P7JN00_9MYCO,6.103964
A0A0R0V838_ACIBA,7.065839
A0A087LKF0_9RHIZ,7.413768
A0A0A9RCC7_ARUDO,3.294602
A0A0D2DW88_9EURO,7.403592
R7Y995_9ACTN,6.871435
F3AQB2_9FIRM,50.845904
M1FFL1_9TELE,34.156372
B0DAB4_LACBS,62.645284
D6P1K5_9HIV1,6.322936
A0A0V4REG3_PSEAI,25.139516
G9YPX2_9FIRM,3.002319
