HMM,Time
A0A0K2SV87_LEPSM,0.419720
A0A0Q9W122_PECCA,2.409901
Q7Z8Z3_9SACH,2.379496
A0A0D9WWX1_9ORYZ,0.756632
T1XEF6_VARPD,13.425073
A0A072F3A4_VIBPH,1.471981
A0A0H0ZS83_9MICC,1.698414
Q115E3_TRIEI,0.863516
M1BUJ2_SOLTU,1.274444
A0A0D2RK23_GOSRA,1.205296
C8X312_DESRD,0.457924
A0A0C2AH67_9ACTN,1.656475
A0A0R1J2L2_9LACO,1.259003
A0A074JBV9_9RHOB,0.860377
A0A0M2J3I6_9ACTN,0.751051
A0A0T6KU39_PSEAI,10.908858
A0A0P1MDT8_9BACT,1.897606
A2TKD0_9PARA,1.252077
A0A0S4HVB8_9PSED,0.632820
J3IBV8_9PSED,0.332356
A0A0P6X0X6_9CHLR,0.991861
A0A087G8L9_ARAAL,0.595871
A0A0Q7B7A2_9BURK,1.140693
C8TC02_KLEPR,1.112180
A0A0P9NSP5_PSESX,1.660391
F8S5V2_HPV67,1.054341
I4HYU4_MICAE,0.352706
A0A0V9K2F0_KLEPN,14.745151
H4EZV6_9RHIZ,1.190013
A0A0D4ULB3_YEASX,1.230860
D7CCS3_STRBB,0.599945
V6GL22_9LEPT,1.054172
K7XKF0_9HEPC,2.401280
A0A0C6BB88_YEASX,1.191584
G5RZ68_SALET,0.496650
A0A0N4T2C5_BRUPA,0.760699
A0A0P6XKB2_9CHLR,0.494308
A0DD59_PARTE,0.266330
A0A0P7JN00_9MYCO,0.440227
A0A0R0V838_ACIBA,0.511416
A0A087LKF0_9RHIZ,0.490907
A0A0A9RCC7_ARUDO,0.297469
A0A0D2DW88_9EURO,0.529452
R7Y995_9ACTN,0.506440
F3AQB2_9FIRM,3.407524
M1FFL1_9TELE,2.765679
B0DAB4_LACBS,4.287364
D6P1K5_9HIV1,0.491465
A0A0V4REG3_PSEAI,1.729934
G9YPX2_9FIRM,0.272436
