HMM,Time
A0A0K2SV87_LEPSM,17.430064
A0A0Q9W122_PECCA,86.380488
Q7Z8Z3_9SACH,83.724456
A0A0D9WWX1_9ORYZ,30.876402
T1XEF6_VARPD,465.270528
A0A072F3A4_VIBPH,54.776864
A0A0H0ZS83_9MICC,67.442696
Q115E3_TRIEI,34.070012
M1BUJ2_SOLTU,50.509744
A0A0D2RK23_GOSRA,48.535536
C8X312_DESRD,17.144342
A0A0C2AH67_9ACTN,58.529660
A0A0R1J2L2_9LACO,50.066704
A0A074JBV9_9RHOB,34.669004
A0A0M2J3I6_9ACTN,29.880500
A0A0T6KU39_PSEAI,350.462048
A0A0P1MDT8_9BACT,40.042148
A2TKD0_9PARA,51.280244
A0A0S4HVB8_9PSED,25.564732
J3IBV8_9PSED,10.442390
A0A0P6X0X6_9CHLR,38.620516
A0A087G8L9_ARAAL,22.456014
A0A0Q7B7A2_9BURK,45.455696
C8TC02_KLEPR,33.667512
A0A0P9NSP5_PSESX,61.966040
F8S5V2_HPV67,43.889796
I4HYU4_MICAE,12.680891
A0A0V9K2F0_KLEPN,483.493216
H4EZV6_9RHIZ,40.367400
A0A0D4ULB3_YEASX,46.180700
D7CCS3_STRBB,24.443152
V6GL22_9LEPT,39.860716
K7XKF0_9HEPC,91.586744
A0A0C6BB88_YEASX,47.127356
G5RZ68_SALET,18.319188
A0A0N4T2C5_BRUPA,31.438932
A0A0P6XKB2_9CHLR,17.862420
A0DD59_PARTE,7.760608
A0A0P7JN00_9MYCO,16.689813
A0A0R0V838_ACIBA,19.743664
A0A087LKF0_9RHIZ,20.369068
A0A0A9RCC7_ARUDO,8.969645
A0A0D2DW88_9EURO,20.370168
R7Y995_9ACTN,18.727070
F3AQB2_9FIRM,138.166496
M1FFL1_9TELE,91.333160
B0DAB4_LACBS,172.295056
D6P1K5_9HIV1,17.304814
A0A0V4REG3_PSEAI,70.156904
G9YPX2_9FIRM,8.209514
