HMM,Time
A0A0K2SV87_LEPSM,12.239215
A0A0Q9W122_PECCA,76.620536
Q7Z8Z3_9SACH,62.938656
A0A0D9WWX1_9ORYZ,21.359170
T1XEF6_VARPD,428.587264
A0A072F3A4_VIBPH,45.595112
A0A0H0ZS83_9MICC,56.626968
Q115E3_TRIEI,23.981946
M1BUJ2_SOLTU,30.934328
A0A0D2RK23_GOSRA,36.055880
C8X312_DESRD,12.412441
A0A0C2AH67_9ACTN,48.973256
A0A0R1J2L2_9LACO,42.599800
A0A074JBV9_9RHOB,25.030328
A0A0M2J3I6_9ACTN,21.835486
A0A0T6KU39_PSEAI,325.197056
A0A0P1MDT8_9BACT,32.876130
A2TKD0_9PARA,36.207748
A0A0S4HVB8_9PSED,18.751080
J3IBV8_9PSED,7.646014
A0A0P6X0X6_9CHLR,29.936806
A0A087G8L9_ARAAL,15.780974
A0A0Q7B7A2_9BURK,32.706584
C8TC02_KLEPR,26.264784
A0A0P9NSP5_PSESX,56.475740
F8S5V2_HPV67,31.054604
I4HYU4_MICAE,9.278233
A0A0V9K2F0_KLEPN,461.916256
H4EZV6_9RHIZ,32.989342
A0A0D4ULB3_YEASX,29.248784
D7CCS3_STRBB,17.809680
V6GL22_9LEPT,29.546750
K7XKF0_9HEPC,46.770788
A0A0C6BB88_YEASX,33.695628
G5RZ68_SALET,13.413388
A0A0N4T2C5_BRUPA,21.775194
A0A0P6XKB2_9CHLR,12.847303
A0DD59_PARTE,5.616138
A0A0P7JN00_9MYCO,12.147426
A0A0R0V838_ACIBA,14.161276
A0A087LKF0_9RHIZ,14.830636
A0A0A9RCC7_ARUDO,6.454287
A0A0D2DW88_9EURO,14.368087
R7Y995_9ACTN,13.736270
F3AQB2_9FIRM,99.147640
M1FFL1_9TELE,59.676828
B0DAB4_LACBS,140.386240
D6P1K5_9HIV1,13.871609
A0A0V4REG3_PSEAI,51.430328
G9YPX2_9FIRM,5.913575
