HMM,Time
A0A0K2SV87_LEPSM,49.480448
A0A0Q9W122_PECCA,295.916704
Q7Z8Z3_9SACH,244.752624
A0A0D9WWX1_9ORYZ,84.083120
T1XEF6_VARPD,1623.483904
A0A072F3A4_VIBPH,177.808624
A0A0H0ZS83_9MICC,216.448688
Q115E3_TRIEI,93.832328
M1BUJ2_SOLTU,121.490376
A0A0D2RK23_GOSRA,141.272688
C8X312_DESRD,49.210124
A0A0C2AH67_9ACTN,188.997952
A0A0R1J2L2_9LACO,166.028640
A0A074JBV9_9RHOB,98.842208
A0A0M2J3I6_9ACTN,85.623456
A0A0T6KU39_PSEAI,1233.034880
A0A0P1MDT8_9BACT,119.494656
A2TKD0_9PARA,142.198272
A0A0S4HVB8_9PSED,73.742640
J3IBV8_9PSED,30.046602
A0A0P6X0X6_9CHLR,117.483392
A0A087G8L9_ARAAL,62.583704
A0A0Q7B7A2_9BURK,128.548992
C8TC02_KLEPR,101.054496
A0A0P9NSP5_PSESX,218.465088
F8S5V2_HPV67,121.699664
I4HYU4_MICAE,36.564572
A0A0V9K2F0_KLEPN,1736.167808
H4EZV6_9RHIZ,127.724152
A0A0D4ULB3_YEASX,115.273512
D7CCS3_STRBB,70.061512
V6GL22_9LEPT,115.317080
K7XKF0_9HEPC,183.324448
A0A0C6BB88_YEASX,132.119744
G5RZ68_SALET,52.700928
A0A0N4T2C5_BRUPA,86.020232
A0A0P6XKB2_9CHLR,50.837040
A0DD59_PARTE,22.368322
A0A0P7JN00_9MYCO,48.041604
A0A0R0V838_ACIBA,55.876628
A0A087LKF0_9RHIZ,58.746368
A0A0A9RCC7_ARUDO,26.126564
A0A0D2DW88_9EURO,57.458888
R7Y995_9ACTN,54.288312
F3AQB2_9FIRM,388.080608
M1FFL1_9TELE,228.251536
B0DAB4_LACBS,549.517376
D6P1K5_9HIV1,54.628228
A0A0V4REG3_PSEAI,201.605552
G9YPX2_9FIRM,23.687360
