HMM,Time
A0A0K2SV87_LEPSM,11.265981
A0A0Q9W122_PECCA,75.921592
Q7Z8Z3_9SACH,62.360352
A0A0D9WWX1_9ORYZ,19.683308
T1XEF6_VARPD,414.869632
A0A072F3A4_VIBPH,42.768292
A0A0H0ZS83_9MICC,52.660288
Q115E3_TRIEI,22.069994
M1BUJ2_SOLTU,28.548224
A0A0D2RK23_GOSRA,33.327204
C8X312_DESRD,11.388742
A0A0C2AH67_9ACTN,45.751848
A0A0R1J2L2_9LACO,39.368828
A0A074JBV9_9RHOB,23.063324
A0A0M2J3I6_9ACTN,20.143562
A0A0T6KU39_PSEAI,328.733888
A0A0P1MDT8_9BACT,30.727514
A2TKD0_9PARA,33.380544
A0A0S4HVB8_9PSED,17.238180
J3IBV8_9PSED,7.056084
A0A0P6X0X6_9CHLR,27.602646
A0A087G8L9_ARAAL,14.540912
A0A0Q7B7A2_9BURK,30.141044
C8TC02_KLEPR,26.238316
A0A0P9NSP5_PSESX,53.495612
F8S5V2_HPV67,28.596056
I4HYU4_MICAE,8.566934
A0A0V9K2F0_KLEPN,447.374880
H4EZV6_9RHIZ,31.974142
A0A0D4ULB3_YEASX,26.954376
D7CCS3_STRBB,16.337521
V6GL22_9LEPT,27.342688
K7XKF0_9HEPC,43.150428
A0A0C6BB88_YEASX,31.051756
G5RZ68_SALET,12.393832
A0A0N4T2C5_BRUPA,20.097192
A0A0P6XKB2_9CHLR,12.046627
A0DD59_PARTE,5.143618
A0A0P7JN00_9MYCO,11.174566
A0A0R0V838_ACIBA,12.998314
A0A087LKF0_9RHIZ,13.617887
A0A0A9RCC7_ARUDO,5.927590
A0A0D2DW88_9EURO,13.205926
R7Y995_9ACTN,12.672554
F3AQB2_9FIRM,91.453656
M1FFL1_9TELE,55.774940
B0DAB4_LACBS,129.460656
D6P1K5_9HIV1,12.790699
A0A0V4REG3_PSEAI,47.424756
G9YPX2_9FIRM,5.426461
