HMM,Time
A0A0K2SV87_LEPSM,8.222501
A0A0Q9W122_PECCA,55.183040
Q7Z8Z3_9SACH,46.764588
A0A0D9WWX1_9ORYZ,15.069525
T1XEF6_VARPD,337.892448
A0A072F3A4_VIBPH,39.235124
A0A0H0ZS83_9MICC,43.729588
Q115E3_TRIEI,16.926616
M1BUJ2_SOLTU,22.112570
A0A0D2RK23_GOSRA,26.256884
C8X312_DESRD,9.011103
A0A0C2AH67_9ACTN,43.727144
A0A0R1J2L2_9LACO,30.485266
A0A074JBV9_9RHOB,18.109196
A0A0M2J3I6_9ACTN,15.781254
A0A0T6KU39_PSEAI,266.735136
A0A0P1MDT8_9BACT,31.522002
A2TKD0_9PARA,25.126784
A0A0S4HVB8_9PSED,13.543960
J3IBV8_9PSED,5.601348
A0A0P6X0X6_9CHLR,21.624322
A0A087G8L9_ARAAL,11.436857
A0A0Q7B7A2_9BURK,23.623450
C8TC02_KLEPR,25.618924
A0A0P9NSP5_PSESX,43.101792
F8S5V2_HPV67,21.508316
I4HYU4_MICAE,6.732838
A0A0V9K2F0_KLEPN,368.454816
H4EZV6_9RHIZ,23.096178
A0A0D4ULB3_YEASX,20.725952
D7CCS3_STRBB,12.892836
V6GL22_9LEPT,21.379784
K7XKF0_9HEPC,34.075152
A0A0C6BB88_YEASX,24.437148
G5RZ68_SALET,9.798993
A0A0N4T2C5_BRUPA,15.565371
A0A0P6XKB2_9CHLR,9.500233
A0DD59_PARTE,3.950608
A0A0P7JN00_9MYCO,8.695977
A0A0R0V838_ACIBA,10.286070
A0A087LKF0_9RHIZ,10.699404
A0A0A9RCC7_ARUDO,4.708494
A0A0D2DW88_9EURO,10.379855
R7Y995_9ACTN,10.046138
F3AQB2_9FIRM,71.702160
M1FFL1_9TELE,43.904804
B0DAB4_LACBS,101.755048
D6P1K5_9HIV1,10.006984
A0A0V4REG3_PSEAI,36.979752
G9YPX2_9FIRM,4.228291
