HMM,Time
A0A0K2SV87_LEPSM,0.886042
A0A0Q9W122_PECCA,4.735659
Q7Z8Z3_9SACH,4.662198
A0A0D9WWX1_9ORYZ,1.571543
T1XEF6_VARPD,26.639232
A0A072F3A4_VIBPH,3.050751
A0A0H0ZS83_9MICC,3.548665
Q115E3_TRIEI,1.805539
M1BUJ2_SOLTU,2.651695
A0A0D2RK23_GOSRA,2.525561
C8X312_DESRD,0.908529
A0A0C2AH67_9ACTN,3.305005
A0A0R1J2L2_9LACO,2.603323
A0A074JBV9_9RHOB,1.816627
A0A0M2J3I6_9ACTN,1.555131
A0A0T6KU39_PSEAI,21.139496
A0A0P1MDT8_9BACT,3.000046
A2TKD0_9PARA,2.679467
A0A0S4HVB8_9PSED,1.357459
J3IBV8_9PSED,0.582178
A0A0P6X0X6_9CHLR,2.044628
A0A087G8L9_ARAAL,1.166183
A0A0Q7B7A2_9BURK,2.323976
C8TC02_KLEPR,2.072632
A0A0P9NSP5_PSESX,3.380902
F8S5V2_HPV67,2.245600
I4HYU4_MICAE,0.699700
A0A0V9K2F0_KLEPN,28.543348
H4EZV6_9RHIZ,2.336863
A0A0D4ULB3_YEASX,2.427249
D7CCS3_STRBB,1.262890
V6GL22_9LEPT,2.159825
K7XKF0_9HEPC,4.968128
A0A0C6BB88_YEASX,2.454396
G5RZ68_SALET,0.988172
A0A0N4T2C5_BRUPA,1.615491
A0A0P6XKB2_9CHLR,1.027870
A0DD59_PARTE,0.429081
A0A0P7JN00_9MYCO,0.883879
A0A0R0V838_ACIBA,1.037727
A0A087LKF0_9RHIZ,1.078519
A0A0A9RCC7_ARUDO,0.498618
A0A0D2DW88_9EURO,1.095804
R7Y995_9ACTN,1.010805
F3AQB2_9FIRM,7.100844
M1FFL1_9TELE,5.289028
B0DAB4_LACBS,8.989424
D6P1K5_9HIV1,0.915739
A0A0V4REG3_PSEAI,3.593631
G9YPX2_9FIRM,0.489455
