HMM,Time
A0A0K2SV87_LEPSM,13.987761
A0A0Q9W122_PECCA,69.655456
Q7Z8Z3_9SACH,67.710168
A0A0D9WWX1_9ORYZ,24.854956
T1XEF6_VARPD,381.049056
A0A072F3A4_VIBPH,44.077856
A0A0H0ZS83_9MICC,54.471600
Q115E3_TRIEI,27.490354
M1BUJ2_SOLTU,40.617556
A0A0D2RK23_GOSRA,38.933396
C8X312_DESRD,13.602312
A0A0C2AH67_9ACTN,47.032824
A0A0R1J2L2_9LACO,40.320596
A0A074JBV9_9RHOB,27.917912
A0A0M2J3I6_9ACTN,24.002716
A0A0T6KU39_PSEAI,283.276000
A0A0P1MDT8_9BACT,32.570932
A2TKD0_9PARA,41.328212
A0A0S4HVB8_9PSED,20.661716
J3IBV8_9PSED,8.476747
A0A0P6X0X6_9CHLR,31.095774
A0A087G8L9_ARAAL,18.166106
A0A0Q7B7A2_9BURK,36.663860
C8TC02_KLEPR,27.181428
A0A0P9NSP5_PSESX,50.110184
F8S5V2_HPV67,35.274828
I4HYU4_MICAE,10.180669
A0A0V9K2F0_KLEPN,391.734400
H4EZV6_9RHIZ,32.321656
A0A0D4ULB3_YEASX,36.934712
D7CCS3_STRBB,19.553686
V6GL22_9LEPT,32.133924
K7XKF0_9HEPC,74.066584
A0A0C6BB88_YEASX,38.076324
G5RZ68_SALET,14.838681
A0A0N4T2C5_BRUPA,25.356088
A0A0P6XKB2_9CHLR,14.434128
A0DD59_PARTE,6.264215
A0A0P7JN00_9MYCO,13.441232
A0A0R0V838_ACIBA,15.875189
A0A087LKF0_9RHIZ,16.526254
A0A0A9RCC7_ARUDO,7.206628
A0A0D2DW88_9EURO,16.454958
R7Y995_9ACTN,15.142706
F3AQB2_9FIRM,111.609000
M1FFL1_9TELE,73.897248
B0DAB4_LACBS,138.621744
D6P1K5_9HIV1,13.960850
A0A0V4REG3_PSEAI,56.645260
G9YPX2_9FIRM,6.576322
