HMM,Time
A0A0K2SV87_LEPSM,2.894781
A0A0Q9W122_PECCA,15.061471
Q7Z8Z3_9SACH,14.777149
A0A0D9WWX1_9ORYZ,5.268080
T1XEF6_VARPD,83.404728
A0A072F3A4_VIBPH,9.810890
A0A0H0ZS83_9MICC,11.772815
Q115E3_TRIEI,5.946896
M1BUJ2_SOLTU,8.790192
A0A0D2RK23_GOSRA,8.341356
C8X312_DESRD,3.003084
A0A0C2AH67_9ACTN,10.519878
A0A0R1J2L2_9LACO,8.833088
A0A074JBV9_9RHOB,6.057405
A0A0M2J3I6_9ACTN,5.281438
A0A0T6KU39_PSEAI,65.043800
A0A0P1MDT8_9BACT,8.031491
A2TKD0_9PARA,8.994082
A0A0S4HVB8_9PSED,4.519353
J3IBV8_9PSED,1.817183
A0A0P6X0X6_9CHLR,6.754792
A0A087G8L9_ARAAL,3.925631
A0A0Q7B7A2_9BURK,7.810648
C8TC02_KLEPR,6.245429
A0A0P9NSP5_PSESX,10.987123
F8S5V2_HPV67,7.572328
I4HYU4_MICAE,2.268583
A0A0V9K2F0_KLEPN,91.935200
H4EZV6_9RHIZ,7.345061
A0A0D4ULB3_YEASX,7.995451
D7CCS3_STRBB,4.320959
V6GL22_9LEPT,7.039128
K7XKF0_9HEPC,16.411483
A0A0C6BB88_YEASX,8.231587
G5RZ68_SALET,3.230923
A0A0N4T2C5_BRUPA,5.442127
A0A0P6XKB2_9CHLR,3.238931
A0DD59_PARTE,1.380778
A0A0P7JN00_9MYCO,2.958735
A0A0R0V838_ACIBA,3.444814
A0A087LKF0_9RHIZ,3.589940
A0A0A9RCC7_ARUDO,1.609525
A0A0D2DW88_9EURO,3.569936
R7Y995_9ACTN,3.259290
F3AQB2_9FIRM,24.170476
M1FFL1_9TELE,16.993136
B0DAB4_LACBS,30.303376
D6P1K5_9HIV1,3.083517
A0A0V4REG3_PSEAI,12.143718
G9YPX2_9FIRM,1.467758
