HMM,Time
A0A0K2SV87_LEPSM,5.514504
A0A0Q9W122_PECCA,29.064044
Q7Z8Z3_9SACH,29.014624
A0A0D9WWX1_9ORYZ,10.294326
T1XEF6_VARPD,166.359024
A0A072F3A4_VIBPH,18.220664
A0A0H0ZS83_9MICC,22.841168
Q115E3_TRIEI,11.812636
M1BUJ2_SOLTU,16.958224
A0A0D2RK23_GOSRA,16.576000
C8X312_DESRD,5.715860
A0A0C2AH67_9ACTN,20.144760
A0A0R1J2L2_9LACO,16.960492
A0A074JBV9_9RHOB,11.947513
A0A0M2J3I6_9ACTN,10.187917
A0A0T6KU39_PSEAI,128.823352
A0A0P1MDT8_9BACT,14.559429
A2TKD0_9PARA,17.276398
A0A0S4HVB8_9PSED,8.681913
J3IBV8_9PSED,3.579705
A0A0P6X0X6_9CHLR,13.119692
A0A087G8L9_ARAAL,7.619546
A0A0Q7B7A2_9BURK,15.176345
C8TC02_KLEPR,11.876909
A0A0P9NSP5_PSESX,21.285350
F8S5V2_HPV67,14.720021
I4HYU4_MICAE,4.277881
A0A0V9K2F0_KLEPN,180.827920
H4EZV6_9RHIZ,13.283778
A0A0D4ULB3_YEASX,15.322328
D7CCS3_STRBB,8.276199
V6GL22_9LEPT,13.629590
K7XKF0_9HEPC,31.677084
A0A0C6BB88_YEASX,15.944729
G5RZ68_SALET,6.241995
A0A0N4T2C5_BRUPA,10.634728
A0A0P6XKB2_9CHLR,6.148754
A0DD59_PARTE,2.648328
A0A0P7JN00_9MYCO,5.686703
A0A0R0V838_ACIBA,6.725790
A0A087LKF0_9RHIZ,7.013496
A0A0A9RCC7_ARUDO,3.059181
A0A0D2DW88_9EURO,6.920961
R7Y995_9ACTN,6.526792
F3AQB2_9FIRM,46.598388
M1FFL1_9TELE,32.040220
B0DAB4_LACBS,58.599072
D6P1K5_9HIV1,5.927501
A0A0V4REG3_PSEAI,23.706480
G9YPX2_9FIRM,2.773604
