HMM,Time
A0A0K2SV87_LEPSM,8.704024
A0A0Q9W122_PECCA,48.627512
Q7Z8Z3_9SACH,45.940360
A0A0D9WWX1_9ORYZ,15.848753
T1XEF6_VARPD,274.750656
A0A072F3A4_VIBPH,28.247124
A0A0H0ZS83_9MICC,34.670532
Q115E3_TRIEI,17.415354
M1BUJ2_SOLTU,25.837638
A0A0D2RK23_GOSRA,24.891296
C8X312_DESRD,8.554972
A0A0C2AH67_9ACTN,31.936584
A0A0R1J2L2_9LACO,25.739972
A0A074JBV9_9RHOB,17.694064
A0A0M2J3I6_9ACTN,15.235547
A0A0T6KU39_PSEAI,192.335440
A0A0P1MDT8_9BACT,23.136860
A2TKD0_9PARA,26.241888
A0A0S4HVB8_9PSED,13.096681
J3IBV8_9PSED,5.335799
A0A0P6X0X6_9CHLR,19.713180
A0A087G8L9_ARAAL,11.471841
A0A0Q7B7A2_9BURK,23.205252
C8TC02_KLEPR,17.533212
A0A0P9NSP5_PSESX,31.887644
F8S5V2_HPV67,22.442976
I4HYU4_MICAE,6.509947
A0A0V9K2F0_KLEPN,260.678944
H4EZV6_9RHIZ,20.682392
A0A0D4ULB3_YEASX,23.496640
D7CCS3_STRBB,12.415850
V6GL22_9LEPT,20.477586
K7XKF0_9HEPC,47.719320
A0A0C6BB88_YEASX,24.176956
G5RZ68_SALET,9.343417
A0A0N4T2C5_BRUPA,15.979863
A0A0P6XKB2_9CHLR,9.101545
A0DD59_PARTE,3.958651
A0A0P7JN00_9MYCO,8.481749
A0A0R0V838_ACIBA,9.987474
A0A087LKF0_9RHIZ,10.389653
A0A0A9RCC7_ARUDO,4.585494
A0A0D2DW88_9EURO,10.377394
R7Y995_9ACTN,9.526337
F3AQB2_9FIRM,71.022272
M1FFL1_9TELE,48.952120
B0DAB4_LACBS,88.457208
D6P1K5_9HIV1,8.874921
A0A0V4REG3_PSEAI,36.009768
G9YPX2_9FIRM,4.189551
