HMM,Time
A0A0K2SV87_LEPSM,1.025381
A0A0Q9W122_PECCA,5.496666
Q7Z8Z3_9SACH,5.371725
A0A0D9WWX1_9ORYZ,1.841726
T1XEF6_VARPD,30.209824
A0A072F3A4_VIBPH,3.510980
A0A0H0ZS83_9MICC,4.145540
Q115E3_TRIEI,2.100862
M1BUJ2_SOLTU,3.058668
A0A0D2RK23_GOSRA,2.932352
C8X312_DESRD,1.047976
A0A0C2AH67_9ACTN,3.769472
A0A0R1J2L2_9LACO,3.149422
A0A074JBV9_9RHOB,2.165109
A0A0M2J3I6_9ACTN,1.841631
A0A0T6KU39_PSEAI,24.040482
A0A0P1MDT8_9BACT,3.366016
A2TKD0_9PARA,3.112228
A0A0S4HVB8_9PSED,1.531193
J3IBV8_9PSED,0.631500
A0A0P6X0X6_9CHLR,2.422894
A0A087G8L9_ARAAL,1.384842
A0A0Q7B7A2_9BURK,2.711128
C8TC02_KLEPR,2.409036
A0A0P9NSP5_PSESX,3.926782
F8S5V2_HPV67,2.660748
I4HYU4_MICAE,0.848126
A0A0V9K2F0_KLEPN,33.095034
H4EZV6_9RHIZ,2.649419
A0A0D4ULB3_YEASX,2.831282
D7CCS3_STRBB,1.588625
V6GL22_9LEPT,2.458750
K7XKF0_9HEPC,5.698734
A0A0C6BB88_YEASX,2.834314
G5RZ68_SALET,1.192388
A0A0N4T2C5_BRUPA,1.870121
A0A0P6XKB2_9CHLR,1.114621
A0DD59_PARTE,0.496247
A0A0P7JN00_9MYCO,1.033635
A0A0R0V838_ACIBA,1.220403
A0A087LKF0_9RHIZ,1.216494
A0A0A9RCC7_ARUDO,0.618712
A0A0D2DW88_9EURO,1.253524
R7Y995_9ACTN,1.186967
F3AQB2_9FIRM,8.299730
M1FFL1_9TELE,5.994729
B0DAB4_LACBS,10.433073
D6P1K5_9HIV1,1.121133
A0A0V4REG3_PSEAI,4.197760
G9YPX2_9FIRM,0.565356
