HMM,Time
A0A0K2SV87_LEPSM,4.760230
A0A0Q9W122_PECCA,33.199744
Q7Z8Z3_9SACH,27.771024
A0A0D9WWX1_9ORYZ,8.129747
T1XEF6_VARPD,202.288544
A0A072F3A4_VIBPH,17.481386
A0A0H0ZS83_9MICC,21.982532
Q115E3_TRIEI,9.088268
M1BUJ2_SOLTU,11.771193
A0A0D2RK23_GOSRA,13.776716
C8X312_DESRD,4.840175
A0A0C2AH67_9ACTN,19.255372
A0A0R1J2L2_9LACO,16.413828
A0A074JBV9_9RHOB,9.736923
A0A0M2J3I6_9ACTN,8.398140
A0A0T6KU39_PSEAI,153.228512
A0A0P1MDT8_9BACT,13.688215
A2TKD0_9PARA,13.604515
A0A0S4HVB8_9PSED,7.106177
J3IBV8_9PSED,2.921931
A0A0P6X0X6_9CHLR,11.497307
A0A087G8L9_ARAAL,6.105026
A0A0Q7B7A2_9BURK,12.363265
C8TC02_KLEPR,10.293005
A0A0P9NSP5_PSESX,22.049732
F8S5V2_HPV67,12.029673
I4HYU4_MICAE,3.656693
A0A0V9K2F0_KLEPN,206.585760
H4EZV6_9RHIZ,12.704616
A0A0D4ULB3_YEASX,11.089691
D7CCS3_STRBB,6.905381
V6GL22_9LEPT,11.248188
K7XKF0_9HEPC,17.699950
A0A0C6BB88_YEASX,12.755650
G5RZ68_SALET,5.205742
A0A0N4T2C5_BRUPA,8.490662
A0A0P6XKB2_9CHLR,5.028732
A0DD59_PARTE,2.174376
A0A0P7JN00_9MYCO,4.666205
A0A0R0V838_ACIBA,5.475505
A0A087LKF0_9RHIZ,5.839768
A0A0A9RCC7_ARUDO,2.537501
A0A0D2DW88_9EURO,5.542587
R7Y995_9ACTN,5.284003
F3AQB2_9FIRM,37.865412
M1FFL1_9TELE,23.212834
B0DAB4_LACBS,54.029056
D6P1K5_9HIV1,5.342166
A0A0V4REG3_PSEAI,19.468628
G9YPX2_9FIRM,2.264245
