HMM,Time
A0A0K2SV87_LEPSM,0.938347
A0A0Q9W122_PECCA,6.425981
Q7Z8Z3_9SACH,5.196934
A0A0D9WWX1_9ORYZ,1.645329
T1XEF6_VARPD,50.639584
A0A072F3A4_VIBPH,3.708585
A0A0H0ZS83_9MICC,4.648570
Q115E3_TRIEI,1.896610
M1BUJ2_SOLTU,2.387321
A0A0D2RK23_GOSRA,2.826901
C8X312_DESRD,0.979664
A0A0C2AH67_9ACTN,4.199470
A0A0R1J2L2_9LACO,3.365826
A0A074JBV9_9RHOB,1.978385
A0A0M2J3I6_9ACTN,1.705878
A0A0T6KU39_PSEAI,47.466012
A0A0P1MDT8_9BACT,4.048095
A2TKD0_9PARA,2.696504
A0A0S4HVB8_9PSED,1.463460
J3IBV8_9PSED,0.588739
A0A0P6X0X6_9CHLR,2.421946
A0A087G8L9_ARAAL,1.244772
A0A0Q7B7A2_9BURK,2.445516
C8TC02_KLEPR,2.575777
A0A0P9NSP5_PSESX,4.719591
F8S5V2_HPV67,2.350476
I4HYU4_MICAE,0.753336
A0A0V9K2F0_KLEPN,55.864944
H4EZV6_9RHIZ,2.937772
A0A0D4ULB3_YEASX,2.289466
D7CCS3_STRBB,1.408757
V6GL22_9LEPT,2.398176
K7XKF0_9HEPC,3.603627
A0A0C6BB88_YEASX,2.554087
G5RZ68_SALET,1.062226
A0A0N4T2C5_BRUPA,1.659972
A0A0P6XKB2_9CHLR,1.107685
A0DD59_PARTE,0.453563
A0A0P7JN00_9MYCO,0.975986
A0A0R0V838_ACIBA,1.130310
A0A087LKF0_9RHIZ,1.167569
A0A0A9RCC7_ARUDO,0.525250
A0A0D2DW88_9EURO,1.159158
R7Y995_9ACTN,1.080960
F3AQB2_9FIRM,7.586077
M1FFL1_9TELE,4.855395
B0DAB4_LACBS,10.837512
D6P1K5_9HIV1,1.146362
A0A0V4REG3_PSEAI,3.905683
G9YPX2_9FIRM,0.523174
