HMM,Time
A0A0K2SV87_LEPSM,24.000212
A0A0Q9W122_PECCA,120.425552
Q7Z8Z3_9SACH,115.315576
A0A0D9WWX1_9ORYZ,42.491860
T1XEF6_VARPD,621.680384
A0A072F3A4_VIBPH,75.143648
A0A0H0ZS83_9MICC,91.801216
Q115E3_TRIEI,46.453008
M1BUJ2_SOLTU,68.710248
A0A0D2RK23_GOSRA,66.040696
C8X312_DESRD,23.073032
A0A0C2AH67_9ACTN,79.709168
A0A0R1J2L2_9LACO,68.484016
A0A074JBV9_9RHOB,47.343380
A0A0M2J3I6_9ACTN,40.950088
A0A0T6KU39_PSEAI,471.108576
A0A0P1MDT8_9BACT,54.417376
A2TKD0_9PARA,69.921752
A0A0S4HVB8_9PSED,35.125224
J3IBV8_9PSED,14.359633
A0A0P6X0X6_9CHLR,52.699964
A0A087G8L9_ARAAL,30.624396
A0A0Q7B7A2_9BURK,62.007840
C8TC02_KLEPR,45.866020
A0A0P9NSP5_PSESX,84.661328
F8S5V2_HPV67,59.969364
I4HYU4_MICAE,17.429660
A0A0V9K2F0_KLEPN,667.784064
H4EZV6_9RHIZ,54.593136
A0A0D4ULB3_YEASX,62.729040
D7CCS3_STRBB,33.338892
V6GL22_9LEPT,54.575328
K7XKF0_9HEPC,125.097064
A0A0C6BB88_YEASX,64.541592
G5RZ68_SALET,25.137900
A0A0N4T2C5_BRUPA,42.995800
A0A0P6XKB2_9CHLR,24.507392
A0DD59_PARTE,10.667233
A0A0P7JN00_9MYCO,22.885548
A0A0R0V838_ACIBA,27.054478
A0A087LKF0_9RHIZ,27.954440
A0A0A9RCC7_ARUDO,12.355085
A0A0D2DW88_9EURO,27.774470
R7Y995_9ACTN,25.696144
F3AQB2_9FIRM,188.813264
M1FFL1_9TELE,122.480384
B0DAB4_LACBS,236.125184
D6P1K5_9HIV1,23.589784
A0A0V4REG3_PSEAI,95.901272
G9YPX2_9FIRM,11.217209
