HMM,Time
A0A0K2SV87_LEPSM,6.441980
A0A0Q9W122_PECCA,33.066846
Q7Z8Z3_9SACH,32.250868
A0A0D9WWX1_9ORYZ,11.622335
T1XEF6_VARPD,186.597600
A0A072F3A4_VIBPH,20.964592
A0A0H0ZS83_9MICC,25.559460
Q115E3_TRIEI,12.911501
M1BUJ2_SOLTU,19.056080
A0A0D2RK23_GOSRA,18.752272
C8X312_DESRD,6.528644
A0A0C2AH67_9ACTN,22.995920
A0A0R1J2L2_9LACO,19.456040
A0A074JBV9_9RHOB,13.484703
A0A0M2J3I6_9ACTN,11.276760
A0A0T6KU39_PSEAI,142.237040
A0A0P1MDT8_9BACT,16.336159
A2TKD0_9PARA,19.291068
A0A0S4HVB8_9PSED,9.874786
J3IBV8_9PSED,4.111169
A0A0P6X0X6_9CHLR,14.598645
A0A087G8L9_ARAAL,8.696376
A0A0Q7B7A2_9BURK,17.112754
C8TC02_KLEPR,13.183253
A0A0P9NSP5_PSESX,23.680636
F8S5V2_HPV67,16.714679
I4HYU4_MICAE,4.837178
A0A0V9K2F0_KLEPN,196.560896
H4EZV6_9RHIZ,15.393885
A0A0D4ULB3_YEASX,17.375172
D7CCS3_STRBB,9.231225
V6GL22_9LEPT,15.119769
K7XKF0_9HEPC,35.453876
A0A0C6BB88_YEASX,17.771142
G5RZ68_SALET,6.927316
A0A0N4T2C5_BRUPA,12.060179
A0A0P6XKB2_9CHLR,6.749310
A0DD59_PARTE,2.934974
A0A0P7JN00_9MYCO,6.268088
A0A0R0V838_ACIBA,7.514163
A0A087LKF0_9RHIZ,7.652226
A0A0A9RCC7_ARUDO,3.474902
A0A0D2DW88_9EURO,7.819174
R7Y995_9ACTN,7.321433
F3AQB2_9FIRM,53.343840
M1FFL1_9TELE,35.710744
B0DAB4_LACBS,65.141084
D6P1K5_9HIV1,6.620721
A0A0V4REG3_PSEAI,26.983076
G9YPX2_9FIRM,3.151585
