HMM,Time
A0A0K2SV87_LEPSM,1.037402
A0A0Q9W122_PECCA,9.901453
Q7Z8Z3_9SACH,7.096157
A0A0D9WWX1_9ORYZ,1.801300
T1XEF6_VARPD,55.590896
A0A072F3A4_VIBPH,4.099609
A0A0H0ZS83_9MICC,5.141901
Q115E3_TRIEI,2.145775
M1BUJ2_SOLTU,2.675551
A0A0D2RK23_GOSRA,3.079717
C8X312_DESRD,1.104807
A0A0C2AH67_9ACTN,4.643916
A0A0R1J2L2_9LACO,3.745958
A0A074JBV9_9RHOB,2.158527
A0A0M2J3I6_9ACTN,1.893873
A0A0T6KU39_PSEAI,57.464920
A0A0P1MDT8_9BACT,8.511793
A2TKD0_9PARA,3.063383
A0A0S4HVB8_9PSED,1.594645
J3IBV8_9PSED,0.716328
A0A0P6X0X6_9CHLR,2.664608
A0A087G8L9_ARAAL,1.351237
A0A0Q7B7A2_9BURK,2.748775
C8TC02_KLEPR,2.815468
A0A0P9NSP5_PSESX,5.129511
F8S5V2_HPV67,2.636814
I4HYU4_MICAE,0.854508
A0A0V9K2F0_KLEPN,61.697348
H4EZV6_9RHIZ,3.264093
A0A0D4ULB3_YEASX,2.563356
D7CCS3_STRBB,1.558166
V6GL22_9LEPT,2.650529
K7XKF0_9HEPC,3.951861
A0A0C6BB88_YEASX,2.857956
G5RZ68_SALET,1.194396
A0A0N4T2C5_BRUPA,1.838651
A0A0P6XKB2_9CHLR,1.195874
A0DD59_PARTE,0.503034
A0A0P7JN00_9MYCO,1.077141
A0A0R0V838_ACIBA,1.253294
A0A087LKF0_9RHIZ,1.274118
A0A0A9RCC7_ARUDO,0.535440
A0A0D2DW88_9EURO,1.301619
R7Y995_9ACTN,1.220026
F3AQB2_9FIRM,8.431423
M1FFL1_9TELE,5.406482
B0DAB4_LACBS,12.099645
D6P1K5_9HIV1,1.265072
A0A0V4REG3_PSEAI,4.448458
G9YPX2_9FIRM,0.560910
