HMM,Time
A0A0K2SV87_LEPSM,11.729245
A0A0Q9W122_PECCA,73.644144
Q7Z8Z3_9SACH,60.418748
A0A0D9WWX1_9ORYZ,20.462164
T1XEF6_VARPD,412.383296
A0A072F3A4_VIBPH,43.779720
A0A0H0ZS83_9MICC,54.431568
Q115E3_TRIEI,22.910688
M1BUJ2_SOLTU,29.649082
A0A0D2RK23_GOSRA,34.610860
C8X312_DESRD,11.842536
A0A0C2AH67_9ACTN,46.918096
A0A0R1J2L2_9LACO,40.875176
A0A074JBV9_9RHOB,23.973804
A0A0M2J3I6_9ACTN,20.925312
A0A0T6KU39_PSEAI,313.966944
A0A0P1MDT8_9BACT,31.761540
A2TKD0_9PARA,34.703232
A0A0S4HVB8_9PSED,17.990410
J3IBV8_9PSED,7.299971
A0A0P6X0X6_9CHLR,28.676118
A0A087G8L9_ARAAL,15.123281
A0A0Q7B7A2_9BURK,31.340428
C8TC02_KLEPR,33.484840
A0A0P9NSP5_PSESX,57.666920
F8S5V2_HPV67,29.752800
I4HYU4_MICAE,8.825799
A0A0V9K2F0_KLEPN,473.858048
H4EZV6_9RHIZ,31.994040
A0A0D4ULB3_YEASX,28.062244
D7CCS3_STRBB,16.877444
V6GL22_9LEPT,28.449356
K7XKF0_9HEPC,44.820400
A0A0C6BB88_YEASX,32.970598
G5RZ68_SALET,12.897648
A0A0N4T2C5_BRUPA,20.852716
A0A0P6XKB2_9CHLR,12.282689
A0DD59_PARTE,5.334318
A0A0P7JN00_9MYCO,11.616558
A0A0R0V838_ACIBA,13.519854
A0A087LKF0_9RHIZ,14.163341
A0A0A9RCC7_ARUDO,6.123534
A0A0D2DW88_9EURO,13.723490
R7Y995_9ACTN,13.142569
F3AQB2_9FIRM,95.120128
M1FFL1_9TELE,60.972232
B0DAB4_LACBS,134.749408
D6P1K5_9HIV1,13.311113
A0A0V4REG3_PSEAI,49.305080
G9YPX2_9FIRM,5.604000
