HMM,Time
A0A0K2SV87_LEPSM,60.566008
A0A0Q9W122_PECCA,359.771264
Q7Z8Z3_9SACH,296.627200
A0A0D9WWX1_9ORYZ,103.031560
T1XEF6_VARPD,1969.513856
A0A072F3A4_VIBPH,215.085392
A0A0H0ZS83_9MICC,262.761904
Q115E3_TRIEI,113.875728
M1BUJ2_SOLTU,147.901808
A0A0D2RK23_GOSRA,171.581504
C8X312_DESRD,59.728800
A0A0C2AH67_9ACTN,231.076464
A0A0R1J2L2_9LACO,201.468192
A0A074JBV9_9RHOB,120.028296
A0A0M2J3I6_9ACTN,104.492648
A0A0T6KU39_PSEAI,1493.894272
A0A0P1MDT8_9BACT,143.800944
A2TKD0_9PARA,173.164048
A0A0S4HVB8_9PSED,89.498664
J3IBV8_9PSED,37.293036
A0A0P6X0X6_9CHLR,142.943296
A0A087G8L9_ARAAL,77.057352
A0A0Q7B7A2_9BURK,156.431712
C8TC02_KLEPR,122.101840
A0A0P9NSP5_PSESX,266.249984
F8S5V2_HPV67,148.227920
I4HYU4_MICAE,44.717128
A0A0V9K2F0_KLEPN,2095.534592
H4EZV6_9RHIZ,154.796224
A0A0D4ULB3_YEASX,139.972544
D7CCS3_STRBB,85.261680
V6GL22_9LEPT,140.243440
K7XKF0_9HEPC,221.897664
A0A0C6BB88_YEASX,160.912320
G5RZ68_SALET,64.880940
A0A0N4T2C5_BRUPA,104.890272
A0A0P6XKB2_9CHLR,62.162680
A0DD59_PARTE,27.124236
A0A0P7JN00_9MYCO,59.204576
A0A0R0V838_ACIBA,68.696272
A0A087LKF0_9RHIZ,71.519576
A0A0A9RCC7_ARUDO,31.756890
A0A0D2DW88_9EURO,69.889888
R7Y995_9ACTN,66.544832
F3AQB2_9FIRM,470.603584
M1FFL1_9TELE,276.928064
B0DAB4_LACBS,664.534720
D6P1K5_9HIV1,66.513176
A0A0V4REG3_PSEAI,244.957904
G9YPX2_9FIRM,28.796954
