HMM,Time
A0A0K2SV87_LEPSM,26.687730
A0A0Q9W122_PECCA,161.122768
Q7Z8Z3_9SACH,132.552856
A0A0D9WWX1_9ORYZ,45.602308
T1XEF6_VARPD,887.240960
A0A072F3A4_VIBPH,96.459632
A0A0H0ZS83_9MICC,118.331760
Q115E3_TRIEI,50.771068
M1BUJ2_SOLTU,65.869344
A0A0D2RK23_GOSRA,76.590960
C8X312_DESRD,26.413940
A0A0C2AH67_9ACTN,103.048776
A0A0R1J2L2_9LACO,90.069152
A0A074JBV9_9RHOB,53.432676
A0A0M2J3I6_9ACTN,46.708704
A0A0T6KU39_PSEAI,672.758656
A0A0P1MDT8_9BACT,66.566508
A2TKD0_9PARA,77.200000
A0A0S4HVB8_9PSED,40.047920
J3IBV8_9PSED,16.296648
A0A0P6X0X6_9CHLR,63.735944
A0A087G8L9_ARAAL,33.850420
A0A0Q7B7A2_9BURK,69.702496
C8TC02_KLEPR,54.877416
A0A0P9NSP5_PSESX,118.798128
F8S5V2_HPV67,66.181944
I4HYU4_MICAE,19.863204
A0A0V9K2F0_KLEPN,944.744832
H4EZV6_9RHIZ,69.209568
A0A0D4ULB3_YEASX,62.432904
D7CCS3_STRBB,37.781424
V6GL22_9LEPT,62.704888
K7XKF0_9HEPC,99.419360
A0A0C6BB88_YEASX,71.777592
G5RZ68_SALET,28.570860
A0A0N4T2C5_BRUPA,46.500636
A0A0P6XKB2_9CHLR,27.492698
A0DD59_PARTE,12.049239
A0A0P7JN00_9MYCO,26.045400
A0A0R0V838_ACIBA,30.370348
A0A087LKF0_9RHIZ,31.773082
A0A0A9RCC7_ARUDO,13.893452
A0A0D2DW88_9EURO,30.784188
R7Y995_9ACTN,29.409290
F3AQB2_9FIRM,210.472592
M1FFL1_9TELE,124.245888
B0DAB4_LACBS,298.366464
D6P1K5_9HIV1,29.557952
A0A0V4REG3_PSEAI,109.354856
G9YPX2_9FIRM,12.687741
