HMM,Time
A0A0K2SV87_LEPSM,0.482929
A0A0Q9W122_PECCA,2.712177
Q7Z8Z3_9SACH,2.717612
A0A0D9WWX1_9ORYZ,0.857838
T1XEF6_VARPD,14.995500
A0A072F3A4_VIBPH,1.653687
A0A0H0ZS83_9MICC,1.963693
Q115E3_TRIEI,0.984489
M1BUJ2_SOLTU,1.483691
A0A0D2RK23_GOSRA,1.412778
C8X312_DESRD,0.484567
A0A0C2AH67_9ACTN,1.873339
A0A0R1J2L2_9LACO,1.430870
A0A074JBV9_9RHOB,1.004255
A0A0M2J3I6_9ACTN,0.860146
A0A0T6KU39_PSEAI,12.595589
A0A0P1MDT8_9BACT,2.338768
A2TKD0_9PARA,1.466599
A0A0S4HVB8_9PSED,0.723532
J3IBV8_9PSED,0.338600
A0A0P6X0X6_9CHLR,1.154061
A0A087G8L9_ARAAL,0.682936
A0A0Q7B7A2_9BURK,1.294495
C8TC02_KLEPR,1.389549
A0A0P9NSP5_PSESX,1.963038
F8S5V2_HPV67,1.244084
I4HYU4_MICAE,0.432802
A0A0V9K2F0_KLEPN,16.685245
H4EZV6_9RHIZ,1.383587
A0A0D4ULB3_YEASX,1.320187
D7CCS3_STRBB,0.694867
V6GL22_9LEPT,1.217968
K7XKF0_9HEPC,2.750364
A0A0C6BB88_YEASX,1.346427
G5RZ68_SALET,0.575753
A0A0N4T2C5_BRUPA,0.875814
A0A0P6XKB2_9CHLR,0.588223
A0DD59_PARTE,0.253306
A0A0P7JN00_9MYCO,0.498862
A0A0R0V838_ACIBA,0.581671
A0A087LKF0_9RHIZ,0.580782
A0A0A9RCC7_ARUDO,0.327226
A0A0D2DW88_9EURO,0.580798
R7Y995_9ACTN,0.540151
F3AQB2_9FIRM,3.899440
M1FFL1_9TELE,3.045671
B0DAB4_LACBS,4.849435
D6P1K5_9HIV1,0.593433
A0A0V4REG3_PSEAI,1.954481
G9YPX2_9FIRM,0.305535
