HMM,Time
A0A0K2SV87_LEPSM,1.850466
A0A0Q9W122_PECCA,9.739736
Q7Z8Z3_9SACH,9.506475
A0A0D9WWX1_9ORYZ,3.381941
T1XEF6_VARPD,56.291436
A0A072F3A4_VIBPH,6.391216
A0A0H0ZS83_9MICC,7.645180
Q115E3_TRIEI,3.947183
M1BUJ2_SOLTU,5.898832
A0A0D2RK23_GOSRA,5.682980
C8X312_DESRD,1.902699
A0A0C2AH67_9ACTN,7.120484
A0A0R1J2L2_9LACO,5.744944
A0A074JBV9_9RHOB,4.001500
A0A0M2J3I6_9ACTN,3.468977
A0A0T6KU39_PSEAI,44.816928
A0A0P1MDT8_9BACT,5.647168
A2TKD0_9PARA,5.566576
A0A0S4HVB8_9PSED,2.826882
J3IBV8_9PSED,1.208083
A0A0P6X0X6_9CHLR,4.344089
A0A087G8L9_ARAAL,2.595320
A0A0Q7B7A2_9BURK,5.200269
C8TC02_KLEPR,4.173563
A0A0P9NSP5_PSESX,7.299053
F8S5V2_HPV67,5.002017
I4HYU4_MICAE,1.509058
A0A0V9K2F0_KLEPN,64.029144
H4EZV6_9RHIZ,4.726963
A0A0D4ULB3_YEASX,5.133510
D7CCS3_STRBB,2.699019
V6GL22_9LEPT,4.681161
K7XKF0_9HEPC,10.827240
A0A0C6BB88_YEASX,5.285537
G5RZ68_SALET,2.126643
A0A0N4T2C5_BRUPA,3.590521
A0A0P6XKB2_9CHLR,2.078295
A0DD59_PARTE,0.945704
A0A0P7JN00_9MYCO,1.893194
A0A0R0V838_ACIBA,2.274764
A0A087LKF0_9RHIZ,2.341417
A0A0A9RCC7_ARUDO,1.083825
A0A0D2DW88_9EURO,2.331919
R7Y995_9ACTN,2.194844
F3AQB2_9FIRM,15.728863
M1FFL1_9TELE,11.867265
B0DAB4_LACBS,19.648540
D6P1K5_9HIV1,2.028342
A0A0V4REG3_PSEAI,8.062512
G9YPX2_9FIRM,0.978203
