HMM,Time
A0A0K2SV87_LEPSM,0.859875
A0A0Q9W122_PECCA,5.900247
Q7Z8Z3_9SACH,4.722876
A0A0D9WWX1_9ORYZ,1.492954
T1XEF6_VARPD,48.562784
A0A072F3A4_VIBPH,3.441700
A0A0H0ZS83_9MICC,4.256778
Q115E3_TRIEI,1.747746
M1BUJ2_SOLTU,2.208237
A0A0D2RK23_GOSRA,2.594164
C8X312_DESRD,0.918659
A0A0C2AH67_9ACTN,3.893661
A0A0R1J2L2_9LACO,3.064828
A0A074JBV9_9RHOB,1.800849
A0A0M2J3I6_9ACTN,1.543291
A0A0T6KU39_PSEAI,40.985688
A0A0P1MDT8_9BACT,6.952060
A2TKD0_9PARA,2.509198
A0A0S4HVB8_9PSED,1.344719
J3IBV8_9PSED,0.565137
A0A0P6X0X6_9CHLR,2.162146
A0A087G8L9_ARAAL,1.103768
A0A0Q7B7A2_9BURK,2.220740
C8TC02_KLEPR,2.435575
A0A0P9NSP5_PSESX,4.335934
F8S5V2_HPV67,2.171424
I4HYU4_MICAE,0.691835
A0A0V9K2F0_KLEPN,57.369980
H4EZV6_9RHIZ,2.706081
A0A0D4ULB3_YEASX,2.020537
D7CCS3_STRBB,1.231024
V6GL22_9LEPT,2.167287
K7XKF0_9HEPC,3.208587
A0A0C6BB88_YEASX,2.332066
G5RZ68_SALET,1.011540
A0A0N4T2C5_BRUPA,1.533401
A0A0P6XKB2_9CHLR,1.015062
A0DD59_PARTE,0.417648
A0A0P7JN00_9MYCO,0.889396
A0A0R0V838_ACIBA,1.009959
A0A087LKF0_9RHIZ,1.082084
A0A0A9RCC7_ARUDO,0.479013
A0A0D2DW88_9EURO,1.038833
R7Y995_9ACTN,1.020383
F3AQB2_9FIRM,6.843613
M1FFL1_9TELE,4.476970
B0DAB4_LACBS,9.806839
D6P1K5_9HIV1,1.039081
A0A0V4REG3_PSEAI,3.591792
G9YPX2_9FIRM,0.476257
