HMM,Time
A0A0K2SV87_LEPSM,7.114507
A0A0Q9W122_PECCA,36.609460
Q7Z8Z3_9SACH,35.659892
A0A0D9WWX1_9ORYZ,12.898963
T1XEF6_VARPD,199.920400
A0A072F3A4_VIBPH,23.056040
A0A0H0ZS83_9MICC,28.279216
Q115E3_TRIEI,14.258398
M1BUJ2_SOLTU,21.216480
A0A0D2RK23_GOSRA,20.289552
C8X312_DESRD,7.030051
A0A0C2AH67_9ACTN,24.642856
A0A0R1J2L2_9LACO,20.992476
A0A074JBV9_9RHOB,14.453382
A0A0M2J3I6_9ACTN,12.450568
A0A0T6KU39_PSEAI,153.562960
A0A0P1MDT8_9BACT,17.725418
A2TKD0_9PARA,21.389480
A0A0S4HVB8_9PSED,10.727721
J3IBV8_9PSED,4.405839
A0A0P6X0X6_9CHLR,16.120010
A0A087G8L9_ARAAL,9.364899
A0A0Q7B7A2_9BURK,18.972974
C8TC02_KLEPR,14.512816
A0A0P9NSP5_PSESX,26.117732
F8S5V2_HPV67,18.293176
I4HYU4_MICAE,5.282926
A0A0V9K2F0_KLEPN,216.898704
H4EZV6_9RHIZ,16.971574
A0A0D4ULB3_YEASX,19.219952
D7CCS3_STRBB,10.141664
V6GL22_9LEPT,16.711200
K7XKF0_9HEPC,38.693332
A0A0C6BB88_YEASX,19.735358
G5RZ68_SALET,7.646562
A0A0N4T2C5_BRUPA,13.080505
A0A0P6XKB2_9CHLR,7.552565
A0DD59_PARTE,3.235863
A0A0P7JN00_9MYCO,6.972753
A0A0R0V838_ACIBA,8.198933
A0A087LKF0_9RHIZ,8.592016
A0A0A9RCC7_ARUDO,3.770221
A0A0D2DW88_9EURO,8.470306
R7Y995_9ACTN,7.895838
F3AQB2_9FIRM,58.049952
M1FFL1_9TELE,38.654956
B0DAB4_LACBS,72.160872
D6P1K5_9HIV1,7.307684
A0A0V4REG3_PSEAI,29.392044
G9YPX2_9FIRM,3.416058
