HMM,Time
XYNA_THEMA,2.348082
GLGC_BURP8,1.403921
H6_ONCMY,0.328956
XYLG_YERPA,13.684498
BP40_BPPHE,0.503941
MURD_CUPMC,2.021750
NTPA_BRASB,0.753761
RS14_ACICJ,0.400051
RIMO_BDEBA,1.412653
FDFT_USTMA,1.336060
PROF1_STRPU,0.498258
SMAG1_RAT,1.344683
HTPX_SERP5,0.908535
CLPB_ECOL6,4.382075
YO13_BPHC1,0.485963
Y5318_PSEAB,0.877996
PIMT_SHIB3,0.743523
P10_ASFWA,0.328981
MSCL_HAEDU,0.549909
KCD15_HUMAN,0.833636
TLX3_HUMAN,1.085399
KDUI_YERE8,0.696244
TRG_CUPNH,0.892779
YAEH_SALTY,0.461074
RS18_METPP,0.344998
MNME_PSYIN,1.865276
ECM14_LEPMJ,1.442550
EVI1B_XENLA,6.585671
PUR9_CLOBL,1.318838
PRGJ_SALTY,0.351753
GCSH_BORA1,0.541396
SPEH_BACCN,0.471360
EFTS_HAHCH,0.792027
RBL_PINPS,0.418492
SYC_BURCC,1.716558
OPSV_ORYLA,1.421179
SYE1_BRUSU,1.504557
RM11_RECAM,0.494237
QUEA_BACMF,0.895201
MT2H_BOVIN,0.366263
EMC4_HUMAN,0.537436
RS5_ANAMM,0.587674
FTSH3_ORYSJ,4.002418
HTPX_BURP0,0.942194
RMLB_MYCTO,1.858979
LEXA_RHORT,0.828004
RS3_AGRRK,0.734372
META_SYNP6,0.777307
PYRK_METAC,0.894796
CYSK_YEAST,1.610119
