HMM,Time
XYNA_THEMA,2.539445
GLGC_BURP8,1.477721
H6_ONCMY,0.332251
XYLG_YERPA,14.853520
BP40_BPPHE,0.529989
MURD_CUPMC,2.138682
NTPA_BRASB,0.793277
RS14_ACICJ,0.470526
RIMO_BDEBA,1.506560
FDFT_USTMA,1.407204
PROF1_STRPU,0.462927
SMAG1_RAT,1.432409
HTPX_SERP5,0.965217
CLPB_ECOL6,4.621456
YO13_BPHC1,0.567418
Y5318_PSEAB,0.915810
PIMT_SHIB3,0.833227
P10_ASFWA,0.347048
MSCL_HAEDU,0.586176
KCD15_HUMAN,0.889674
TLX3_HUMAN,1.176128
KDUI_YERE8,0.727589
TRG_CUPNH,0.949908
YAEH_SALTY,0.452406
RS18_METPP,0.406266
MNME_PSYIN,1.981241
ECM14_LEPMJ,1.575506
EVI1B_XENLA,7.087814
PUR9_CLOBL,1.398800
PRGJ_SALTY,0.416097
GCSH_BORA1,0.507187
SPEH_BACCN,0.525845
EFTS_HAHCH,0.852059
RBL_PINPS,0.496077
SYC_BURCC,1.821971
OPSV_ORYLA,1.562380
SYE1_BRUSU,1.595246
RM11_RECAM,0.559050
QUEA_BACMF,0.957985
MT2H_BOVIN,0.379191
EMC4_HUMAN,0.603484
RS5_ANAMM,0.624700
FTSH3_ORYSJ,4.389176
HTPX_BURP0,1.016907
RMLB_MYCTO,2.038667
LEXA_RHORT,0.872187
RS3_AGRRK,0.781534
META_SYNP6,0.832203
PYRK_METAC,0.964037
CYSK_YEAST,1.747009
